,Reviews,Sentiment,Overall Sentiment
1598,14. One of the best restaurants in Guwahati. Love this place,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8555}",Positive
1599,15. Worth the money,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",Positive
1600,16. Hakka noodles was so dry with no salt at all,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1601,17. A very nice place with nice crowd. Good to go with friends and family. Can accommodate small groups. Very tasty pork momos and all dry preparations. Prices are not so high. Must try.,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.8934}",Positive
1602,18. Invalid number and unable to order in zomato,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1603,19. Great ambience and worth the money,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",Positive
1604,20. The food available here is just awesome. And there are great varieties available here including fried rice and many others!!,"{'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.8481}",Positive
1605,21. Overrated place..i ordered chicken hakka noodles which was very bland..though the quantity is satisfactory and prices are low,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",Positive
1606,They do not provide cutlery,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1607,22. Good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",Positive
1608,23. Noodle worth the money but shady crowd,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",Positive
1609,24. My favourite restaurant John Kitchen...tasty yummy delicious chicken Manchurian ..Everyone can try this ..they serve one of the best chicken Manchurian in the town,"{'neg': 0.0, 'neu': 0.261, 'pos': 0.739, 'compound': 0.9062}",Positive
1610,25. They sent me raw boiled noodles wow. They're fraud don't order from here.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1611,After receiving the food I wanted to call them but bingo their number is invalid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1612,"26. The place has tastiest food in cheapest price. I love every dish there. It is always worth eat here. American choupsey, fried rice, pork momo are a must try.","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",Positive
1613,27. Noodle worth the money,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",Positive
1614,28. Pork chowmein was almost equivalent to Vegetarianetarian chowmein except for a few pork intestines type meat here and to save the dishes name.,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.4472}",Positive
1615,"Better to have chicken hakka noodles, as it was loaded with chicken. But Pork Hakka noodles were a disappointment.","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",Positive
1616,"29. I ordered chicken fried rice but the quality of the food was very bad .. usually this restaurant serves very delicious food to people but I don't know why, they disappoint me this time..most of the time I see that after applying the discount coupon ,the quality and quantity of food become very bad..It will be better if they don't provide any discount for us.. i think then we will get the desired quality o f food.","{'neg': 0.369, 'neu': 0.38, 'pos': 0.251, 'compound': -0.4767}",Negative
1617,"30. I am a big momos fan & this place serves the best pork momos in the city. The thickness of the skin, the ingredients...everything about it is just so perfect.","{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",Positive
1618,"31. The place never disappoints when comes to food. It's been more than a decade I have been eating here. A small joint which is most of the time buzzing with customers. Don't go in with a high expectations of having a good ambience or quiet relax eating experience. There is always a chaos in a good way. The pork items are very tasty. Especially the chopseuy, chilli pork and momo items. Though the serving size has reduced over the years, yet still you get value for money.","{'neg': 0.11, 'neu': 0.566, 'pos': 0.324, 'compound': 0.7339}",Positive
1619,"32. If you want to have a good value for money meal without burning your pocket,this is the place to be.I have been to this place many times and it has never disappointed me till date. They serve one of the best momos and chopsuey in town at a very cheap rate. The quantity of the food items is also very decent. Their service is prompt. Overall a good place serving good food at a pocket friendly price. Cheers","{'neg': 0.132, 'neu': 0.352, 'pos': 0.516, 'compound': 0.833}",Positive
1620,33. A bit overrated restaurant. We really wanted to try some good Chinese and this was a big disappointment. Ordered Vegetarianetable chowmein with Gravy and it was too blander. It had no taste,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.4902}",Positive
1621,Also ordered paneer chilly dry and it wasn't that great either. Paneer was overcooked and had lot its texture and flavour.,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",Positive
1622,34. I felt this place was highly overrated given the food and ambiance was below average. We ordered choupsey and chowmein and it was very basic. Expected food to be much better than this. They didn't even have momos available when we went and sadly they don't serve any beverages which is strange.,"{'neg': 0.158, 'neu': 0.678, 'pos': 0.164, 'compound': 0.0258}",Neutral
1623,35. Ordered Momos and it tasted average. The fried rice was normal. The Momos didn't have proper filling and it tasted average in terms of price.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1624,36. Has always been a Chinese cuisine lover. And this city has millions of food outlets offering us Chinese food. But JOHN's stands out from them all. Firstly TASTE: serves quick delicious authentic Indo-Chinese delicacies. Secondly CHEAP: Food here is pocket friendly. and belly filling. And the reason that draws a. hustle of crowd to this place. At any given day you have to wait for a few minutes to half an hour to get a place and enjoy your thukpa or momos. A must for your evening snacks craving.,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7845}",Positive
1625,"37. Pork Hakka noodles and pork Choupsey ....it tasted great , will always visit there","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",Positive
1626,38. Chicken Chinese chopsey is one of the best I have had.It has the best momo and the chutney as well.the chicken Chow mein and fried rice as well,"{'neg': 0.0, 'neu': 0.241, 'pos': 0.759, 'compound': 0.9118}",Positive
1627,39. Foods here is awesome. I suggest food lovers to visit once to this restaurant. Worth of your money . You are not going to regret at all. Reasonable price,"{'neg': 0.259, 'neu': 0.185, 'pos': 0.556, 'compound': 0.4939}",Positive
1628,"40. This place is always full of people, you will have to wait outside to get one table because its in demand because of its taste n price. the taste of the food is very good with a very cheap price n huge quantity.If you want a heavy lunch with small bucks then this is the best place.have visited many times n will visit again.","{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8658}",Positive
1629,41. The chicken was fine but the fried rice was disappointing! Although their food is generally good!,"{'neg': 0.451, 'neu': 0.141, 'pos': 0.408, 'compound': -0.0772}",Negative
1630,42. I absolutely love their pork American chopsuey. And the momos are delicious. Price is reasonable. Food is great. Seating arrangement is sparse so you might have to wait a bit. Service is speedy and precise,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.8428}",Positive
1631,43. Ordered Chicken gravy noodles and Chilli chicken dry via Zomato and the experience was great. They serve really good quantity. The noodles were tasty but not spicy so I added their spicy chutney to it. The chilli chicken was boneless and half plate of both was enough to satisfy one's hunger. Good seevice. Keep it up,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.8882}",Positive
1632,"44. I have tried a lot of things from here. Fried rice, chilli chicken, chopsuey, noodles and momos.. This restaurant is a bit overrated cos apart from momos, the other items weren't anything special. But the momos were awesome specially the pork momos. I think John's kitchen have the best pork momos in entire Guwahati. Also the chutney is delicious too. So the pork momos are a must try item from here","{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.891}",Positive
1633,"45. i ordered chilly chicken gravy full , there was hardly any gravy , very less portion compared to if eaten in the restaurant . Taste was average .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1634,46. Very good place to have food . For a non Vegetarianetarian its really great but for Vegetarianetarian also its good. You can eat bhut jolokiya also .Really neat and clean,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.9258}",Positive
1635,47. Visited this place and tried their chicken fried rice and chicken momos. I liked their chilli chutney too. Good food with affordable prices. It's a small and crowded place and very famous for their momos and chopsuey.,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",Positive
1636,49. Serves Good and tasty food but most of the times will be closed for online delivery. Also service is bit slow. But food and quantity is good.,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",Positive
1637,50. I don t know about the other items but the one which I ordered were great(I ordered a chicken fried rice and dry chicken chilli).Packing was also good.,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.7906}",Positive
1638,1. I have ordered big 12 and 4 crispy chicken..What I received is this shit. And there's no way of refunding back...,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}",Negative
1639,"2. Why do you always miss my dipping sauce, I don't pay 40 bucks every damn time to get fooled. Why don't you check before serving food really? Very disappointed","{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.6115}",Negative
1640,"3. Too salty, flavourless.. Could not even complete the dish.. Usually big 8 contains only leg pieces, but the dish we received had only 4 leg piece, hard meat n chewy.. Had to dump it after consuming half of it","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.1027}",Negative
1641,4. Could not provide timely service. And management is not receiving phone calls of the customers regarding the enquiry of their order. Worst experience,"{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.6249}",Negative
1642,5. Stale food and stinky wings under the crispy butter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1643,"6. The manager said there will be 4 pieces in 1 box of chizza, accordingly I ordered 2. But we got only 4 pieces instead of 8...why is that?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1644,7. Chicken popcorn was good and very polite staff,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive
1645,"8. Intrusive staff, It doesn t deliver to my address","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1646,"9. Being a part of the KFC Family, the quality is as good as one can expect. We ordered some loaded fries and wraps. While the fries were great, the Wraps were a disappointment.","{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",Positive
1647,10. Kindly provide delivery service at Baghorbari Road Sixmile Panjabari..,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",Positive
1648,"11. KFC is one of my go to places whenever I crave for chicken. This outlet is nearby my home and have visited it many a times when in Guwahati. Their chicken popcorn and chicken zinger meal are my favourite. Nowadays, the Rs 99 combos are very pocket friendly as well as yummy too.","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.8271}",Positive
1649,12. Kfc is a very clean and hygienic place which serves you with a wide variety of chicken delicacies. Kfc is my all time favorite. It's fried chickens are absolutely delicious. They are perfectly fried and the inner part of the chicken is juicy and the outside is covered with masalas.,"{'neg': 0.0, 'neu': 0.297, 'pos': 0.703, 'compound': 0.9345}",Positive
1650,Everything was finger licking delicious but the of the chicken longer I didn t like it much because of mustard sauce. But apart from that everything was perfect. The chickens were juicy and spicy and was perfectly fried.,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.9118}",Positive
1651,"13. The classic zinger was really fabulous! However, the chicken longer can be even better when coming to the bread and the sauce quantity which i felt was a bit more. Additionally, the chocolates can be better as the quantity of ice was way too high. The overall food is really good specially coming to chicken and the burgers.","{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.9133}",Positive
1652,"14. Not very crowded, There is no option for mayonnaise in online order... why","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1653,"15. Loved it, I love 5 in 1 ginger box ...And yeah it's so yum..","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1654,"16. Worst place kfc Christianbasti i ordered buddy meal 2burger and chicken popcorn from zomato but pop corn was missing, how kfc cheated on customers stop conning like this on customers... Guys beware if you ordered online kfc through zomato disgusting service looted people by conning","{'neg': 0.548, 'neu': 0.452, 'pos': 0.0, 'compound': -0.8658}",Negative
1655,17. i ordered 1 hot and crispy and 2 hot wings but i received only 1 hot and crispy they took amount for both,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1656,18. KFC chicken has always been my favourite but the last delivery was really upsetting. The chicken pieces were so over fried which tend to make it hard and impossible to chew. Hope you guys try to take care of it.,"{'neg': 0.347, 'neu': 0.653, 'pos': 0.0, 'compound': -0.5849}",Negative
1657,19. Chicken popcorn was good and pocket friendly,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7269}",Positive
1658,"20. The quality of the chicken is very doubtful, even though they taste good...when you eat the chicken , the inside part looks like rotten ...and thats what made me think , maybe they store the chicken for long time and it made the insides rot...","{'neg': 0.168, 'neu': 0.629, 'pos': 0.203, 'compound': 0.128}",Positive
1659,21. Everything I love to eat,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1660,22. Food is good and been a regular customer of this place . I usually hangout to eat as they have great chicken burgers and chicken pop corns which we get with meals,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.7906}",Positive
1661,23. Nice job keep it up... Kfc lever lets you down here.. make it tasty as usual..hope the kfc here will provide everyone they have ever expected when they arrived here,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",Positive
1662,"24. Kfc my all time favourite s just loved the crispy n the crunchiness that they bring in the chicken. Also the fast service. You don t have to wait for so long,within 5 to 6 mins you get your order. The behaviour of the staff is also very good.5 star for the food,5 for the service overall i always had an awesome experience in kfc.","{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8979}",Positive
1663,25. Kfc is love ....i really love chicken from here and also the crushers..The fried chicken is really finger licking ...try out guys..and i am sure u will surely lick ur fingers after that...i ordered the mingle bucket today and it was so good ..the chicken was crispy and juicy from inside also having masala outside,"{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.9498}",Positive
1664,"26. I went to this outlet for the first time and it was really disappointing! The burger in the zinger box and the longer box was horrible. It was burnt and wasn't soft at all and also, it seemed there's crises of mayonnaise in the outlet i guess! The hash brown was half cooked and imparted a spoiled taste that made us take just a bite and leave it. When informed this to the staff and asked for feedback form, they provided me a blank A4 size paper which was totally unofficial and said that the feedback book was misplaced! I have visited the ulubari outlet of kfc as well as the paltanbazar outlet and was highly satisfied. However, the quality and taste of the same food in this outlet was totally different and disgusting! Concerned authorities kindly look into the matter seriously!!","{'neg': 0.212, 'neu': 0.606, 'pos': 0.181, 'compound': -0.1243}",Negative
1665,27. The only thing I liked was the grilled chicken. The burger was very dry so never going to try them again. And I do love their crispy chicken but tried the grilled chicken first time and loved it. Very tasty. 3tsar for that only,"{'neg': 0.222, 'neu': 0.593, 'pos': 0.185, 'compound': -0.1451}",Negative
1666,"28. KFC is love and it has stayed my one true love since my childhood. Absolutely love the fiery grilled chicken, chicken popcorn and the rice bowls. The rice bowls are something that I can have at any time. It has just the rice blend of spices, perfect gravy and the taste is ooh-la-la.","{'neg': 0.0, 'neu': 0.209, 'pos': 0.791, 'compound': 0.9448}",Positive
1667,"29. Hopeless application zomato. Ordered from KFC n got the wrong products delivered. Even sent them a screenshot. But now they r denying it with fear that they ve to refund.If u cannot refund atleast accept it, don t forcefully give statements that correct order was delivered. First n last order with Zomato.","{'neg': 0.436, 'neu': 0.564, 'pos': 0.0, 'compound': -0.8176}",Negative
1668,30. The service was nice and most important was that the food was superb! The rice bowlz were the delicious with inexplicable taste and were wholesomely wonderful. Just keep it up! I wish for the best of you.,"{'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.9578}",Positive
1669,"31. Kfc was always a good choice, but home delivery packaging was worst this time. I wonder how they will deliver food that contains beverages or soft food.","{'neg': 0.41, 'neu': 0.3, 'pos': 0.29, 'compound': -0.296}",Negative
1670,32. I would rate KFC as one star because all of the products are not up to the mark and overpriced if we look at the delicacy of dishes. Overall I would say not really good products by KFC. I would rate KFC as one star because all of the products are not up to the mark and overpriced if we look at the delicacy of dishes. Overall I would say not really good products by KFC.,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.7496}",Positive
1671,"33. I have always loved KFC. To be more specific, I love the chicken popcorn, the spicy wings and the rice bowl they offer. This was my first online order, and I was disheartened. A lot. So I ordered a mingles bucket, it was supposed to contain 4wings, 2boneless piece and chicken popcorn. But it had no popcorn, instead maybe they made it up with 6piece of wings, so it was ok. The packaging was great, the food was not cold, they provided two tomato sauce and tissue. But the sad part - the wings. Some pieces were over cooked and too dry, and except two pieces each one of the wing had a typical smell. I could see the bone had brownish black colour, maybe they were not fresh pieces. I didn't keep any pictures as I didn't think I would write a review. It is so sad that KFC being such a renowned food point delivered such items when it came to online delivery. I never had any complaints while ordering from the outlet directly, specially the KFC lachitnagar. Please look into the matter. Thanks.","{'neg': 0.162, 'neu': 0.69, 'pos': 0.148, 'compound': -0.2023}",Negative
1672,"34. Ambience is almost okay and food, as we all know, the normal KFC foods. Overall, a good place to have food. I'm quite unsure about the parking facility as I went there by cab.","{'neg': 0.166, 'neu': 0.507, 'pos': 0.327, 'compound': 0.2991}",Positive
1673,"35. KFC is great,but why no Home delivery At six mile? We'd love to order From Kfc at anytime of the day. Hope this rings a bell. Thank you. Great Food","{'neg': 0.0, 'neu': 0.153, 'pos': 0.847, 'compound': 0.9022}",Positive
1674,36. Service is really bad. waited for almost half an hour for the order of 03 KFC zingers.,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5849}",Negative
1675,They were taking order for zingers without burgers available in the kitchen for making them.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1676,"37. I have tasted zinzer burger here,it's yumm,like other kfc restaurants,have place to seat,and takes less time to serve foods. It's combined boxes are good to eat for 2 people,and chicken is good.","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",Positive
1677,38. I ordered hot and crispy special and requested for drums but they have given every other piece and not drums. Please make sure you provide as per customer requirement or else don't have customization options at all.,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.743}",Positive
1678,"39. This is particularly for the Zomato delivery. I had ordered 5-in-1 Zinger box. When I had it in the shop I had gotten each of the 5 items for 227+ tax, but when I order, I need to pay for the pepsi separately on top of the said price of 227+ tax+ delivery charge. Why is it so? Is the KFC store at fault or Zomato?","{'neg': 0.137, 'neu': 0.686, 'pos': 0.176, 'compound': 0.1027}",Positive
1679,It is unfair to people who order to places.,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",Negative
1680,40. We ordered from kfc christan basti. The food is almost cool. The taste is horrible as if it is specially packed for zomato customers. These types of food will definately down the reputation of KFC. Thank you,"{'neg': 0.349, 'neu': 0.433, 'pos': 0.217, 'compound': -0.2992}",Negative
1681,41. Ordered double down burger and hot n crispy bucket but after eating it we felt a bit pukish .It was old left overs I guess ...... disappointed with the quality of the food,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1682,42. My all time favourite .budget Friendly and can go anytime .I just love eating grilled chicken and virgin mojito .great space plus great food with great people.,"{'neg': 0.0, 'neu': 0.202, 'pos': 0.798, 'compound': 0.967}",Positive
1683,43. The chickens are very small. It shows big in the picture but when arrived it is surprisingly small.,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",Positive
1684,Do you pack smaller chicken? When we order for bucket we expect the same bucket we eat at KFC not smaller one.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1685,44. Quick delivery and very nice service. Chickens were very tasty. Rice bowl was tasty but it was very soft and felt like kheer. They makes very soft which they should avoid.,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",Positive
1686,45. I think the best kfc in the town is the one in ganeshguri....never was disappointed with there food sevice unlike their other branches in guwahati....Thank you for the bucket of happiness,"{'neg': 0.214, 'neu': 0.101, 'pos': 0.685, 'compound': 0.6852}",Positive
1687,46. A great place for non Vegetarianetarian lovers. A fine outlet for dine in or party or celebrations. A regular customer of this KFC in Guwahati. Must visit,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",Positive
1688,47. I have ordered chicken popcorn and chicken hot wings but Wastage of chicken popcorn was delivered and not even fresh. We are very disappointed with KFC.,"{'neg': 0.33, 'neu': 0.426, 'pos': 0.245, 'compound': -0.2023}",Negative
1689,"48. Their presentation is good as I think. But they should less the price... and otherwise they are very good. The test is good, and spicy too. Good....","{'neg': 0.0, 'neu': 0.187, 'pos': 0.813, 'compound': 0.8271}",Positive
1690,"49. Just now i ordered 2pcs of Smoky grilled chicken ,but i received only one piece, i tried to call the Kfc outlet which one is in ganeshguri but they didn't received my call. This not fair at all","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1691,50. I can t be polite if the workers out there are ill mannered. I placed an order through zomato and I forgot to add some thing so I personally called kfc and they picked up and asked my order number while I was telling they cut my call and kept it. And also the first time when I ordered kfc from zomato they delivered my order and I payed full amount but I was asked to pay fine for the next order for cancelling while it wasn t cancelled. This kfc is unprofessional.,"{'neg': 0.414, 'neu': 0.586, 'pos': 0.0, 'compound': -0.802}",Negative
1692,"1. Great variety, taste and service. Really love visiting Terra Mayaa. Love sitting at the balcony. Great View","{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.9595}",Positive
1693,2. Rooftop ambience was good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive
1694,"3. Great service, I love their food and service","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8519}",Positive
1695,"4. Good ambiance really. Made me, to look around more than usual at least. Just the terrace location itself makes it worth. So, we had burger and tandoori C - didn't disappoint.","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.5859}",Positive
1696,"What I liked was they served me a drink(a cocktail) I was searching for, which wasn't even in the menu. Thanks so much for that. Could do a little better there with drink, but hei everytime cant be a perfection.","{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.3832}",Positive
1697,"5. Poor service, not worth it.","{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",Negative
1698,"6. Whenever I've been to Guwahati, I prefer to visit this place as the name is solitude to me.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1699,They have inside seating with DJ's and a rooftop seating with warmly music.,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",Positive
1700,"We had Non Vegetarian Pizza and Chicken Biryani and I must admit, the pizza was outstanding. The biryani was also very well prepared and quantity is decent for two. Keep up the good work. Yeah, they are in Zomato Gold!","{'neg': 0.0, 'neu': 0.24, 'pos': 0.76, 'compound': 0.8934}",Positive
1701,"7. Great service, food is awesome","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",Positive
1702,8. Ambience is very nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1703,9. Service needs to be improved and could be quicker but ambience is very nice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1704,10. Great food and great service! Will come again!,"{'neg': 0.0, 'neu': 0.109, 'pos': 0.891, 'compound': 0.8481}",Positive
1705,"11. Full marks for ambience. We had ordered baby pork ribs with pineapple salad,mutton burger, tofu sizzler. The baby pork ribs was cooked really well, tasted good but pineapple salad had no dressing and was not even seasoned. Next comes mutton burger, the patty wasn't cooked well, almost raw. So we returned it. They replaced it with chicken patty which was good. So thank you for that. Next coming to tofu sizzler. In the name of tofu, they gave us paneer. Tofu is so smooth and what they gave us was chewy paneer. Soya milk tastes different and so does tofu. Overall a good experience. I used to visit this place a lot during my college days and I'm still fond of this place.","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9453}",Positive
1706,"12. The place is really overhyped. We paid 700 for a pitcher of beer. It wasn't a pitcher, we were able to pour only 3 glasses. The toilets weren't clean, stank of pee, and were way outside the lounge.","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",Positive
1707,13. Just an over hyped and over prized lounge. The place is lifeless with poor service. Nothing exciting in food. May be terrace area can give a good ambience but we didn't get a place there although donning area was absolutely empty! Can be simply avoided.,"{'neg': 0.323, 'neu': 0.287, 'pos': 0.39, 'compound': 0.3906}",Positive
1708,"14. The food was awesome, the ambience was good. Overall experience was really good. Had found the candle light dinner on the balcony side. Just made my dinner date one of the best dates.","{'neg': 0.0, 'neu': 0.262, 'pos': 0.738, 'compound': 0.9337}",Positive
1709,15. They have made it mandatory for the customers to pay the service charge despite the government guidelines. I had to argue for the same. Please make sure they don't fool other customers. Thanks!,"{'neg': 0.387, 'neu': 0.133, 'pos': 0.48, 'compound': -0.0772}",Negative
1710,"16. Not worth it, a little overpriced and poor service","{'neg': 0.42, 'neu': 0.298, 'pos': 0.283, 'compound': -0.2315}",Negative
1711,17. We were denied gold for main course and said it was only on starters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1712,18. I visited Terra Meya on a Thursday evening with my friends. We ordered the Chicken Manchow Soup and Smoked Tomato Soup. Both the soups were good. We then ordered a Mexican Vegetarianetarian Sizzler and Full Chicken Flambe. The Flambe was really amazing. The Sizzler was also nice. We also ordered Spaghetti Bolognese and Vegetarianetarian extravaganza Pizza. Both the dishes were nice. We ordered Brownie with ice cream for dessert. It was a great experience overall. The good food with the view sets this place apart. :),"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.9521}",Positive
1713,"19. They literally took 40 minutes to prepare our items. Had nachos, horrible. We ordered Chicken sizzler. Worst sizzler of my life! Very poor and dull selection of music also. We encountered some other customers also we were complaining about the food.","{'neg': 0.717, 'neu': 0.283, 'pos': 0.0, 'compound': -0.9349}",Negative
1714,"20. The ambiance is great, that much is granted. What leaves much to be desired is the food. The menu is exhaustive and the service satisfactory. The restaurant needs to focus on the preparation and sourcing of the raw materials specifically the non Vegetarianetarian dishes. The pork ribs for example had all bone and very less and dry meat on it. Very chewy. The mutton was not cut properly and the bones were shattered leaving bits of bone in the mouth. The rotis and naan were too thin and dry and felt more like papad once they cooled down! The saving grace was the dal tadka. Just the way it should be. Overall, just an average experience. Terra Maya, you have a great place, make it work","{'neg': 0.122, 'neu': 0.661, 'pos': 0.217, 'compound': 0.6808}",Positive
1715,21. Pasta is good and ambience of balcony area and roof top was good also great service,"{'neg': 0.0, 'neu': 0.125, 'pos': 0.875, 'compound': 0.7906}",Positive
1716,22. Very bad experience! I have been hearing about this place since long but never got a chance to visit..so this teachers day me and my colleagues planned to have our lunch there..But it turns out to be very disappointing..the quality of the food is not at all good..we have ordered crispy chilly corn but it tasted pathetic it's like we are chewing chillies not corn it was so spicy we literally have to drink water after every bite and the chicken was also not good and the nitogen mojito was horrible..Me and my colleagues were very disappointed..,"{'neg': 0.403, 'neu': 0.351, 'pos': 0.246, 'compound': -0.7485}",Negative
1717,"23. Loved the Vegetarianetarian sushi, good staff, other foods good too but the buffet need more better quality foods, liquid foods need some improvement as well, fine other wise","{'neg': 0.0, 'neu': 0.137, 'pos': 0.863, 'compound': 0.891}",Positive
1718,"24. I was here with my friends for my birthday and I had the best time , you can enjoy the best of music , crowd and of course food. I had a memorable one, they could accommodate the music as per my wish :)","{'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.9118}",Positive
